gravity,hypothesis_index,role,realization,beta,f,eta,prior,beta_family,companion_family,local_case_index,seed,rule,mode,scenario,N_catalogues,N_parent,correct,wrong,indeterminate,both_retained,both_rejected,true_retained,raw_fitting_empty_fraction_mean,near_best_true_mean,near_best_other_mean,correct_rate,correct_wilson_lo,correct_wilson_hi,wrong_rate,wrong_wilson_lo,wrong_wilson_hi,indeterminate_rate,indeterminate_wilson_lo,indeterminate_wilson_hi,true_retained_rate,true_retained_wilson_lo,true_retained_wilson_hi,classification_count_pass,retention_count_pass,overall_count_pass,classification_confidence_pass,retention_confidence_pass,overall_confidence_pass
Newton,0,test,1,1.0,0.0,,,fitted_grid,pure,0,325000001,baseline,covariates_only66,clustered_correlated,1000,1000,18,1,981,981,0,999,0.0,13.091,14.447,0.018,0.011415740009567788,0.028273255170507345,0.001,0.00017654637062607809,0.0056425585979579355,0.981,0.9705155440876868,0.9878031142492091,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False
Newton,0,test,1,1.0,0.0,,,fitted_grid,pure,0,325000001,baseline,covariates_only66,sparse_floor,1000,1000,18,3,979,978,1,996,0.0,13.102,14.402,0.018,0.011415740009567788,0.028273255170507345,0.003,0.0010207838811386186,0.008783014053503173,0.979,0.9681097049387625,0.9862242604320758,0.996,0.9897604437227377,0.9984434118595916,False,True,False,False,False,False
Newton,0,test,1,1.0,0.0,,,fitted_grid,pure,0,325000001,baseline,conditional66,uniform_white,1000,1000,987,0,13,13,0,1000,0.000146,1.933,1.0,0.987,0.9778855576244203,0.9923871796106489,0.0,2.168404344971009e-19,0.0038267584855551234,0.013,0.0076128203893510256,0.022114442375579666,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.0,,,fitted_grid,pure,0,325000001,baseline,conditional66,clustered_correlated,1000,1000,998,0,2,2,0,1000,0.00016800000000000002,1.867,1.0,0.998,0.9927371921365079,0.9994513564118793,0.0,2.168404344971009e-19,0.0038267584855551234,0.002,0.000548643588120728,0.007262807863492177,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.0,,,fitted_grid,pure,0,325000001,baseline,conditional66,sparse_floor,1000,1000,986,2,12,12,0,998,0.000211,1.913,1.0,0.986,0.9766379658824644,0.9916424248695761,0.002,0.000548643588120728,0.007262807863492177,0.012,0.006877647806403522,0.02085726847549828,0.998,0.9927371921365079,0.9994513564118793,True,True,True,True,True,True
Newton,0,test,1,1.0,0.0,,,fitted_grid,pure,0,325000001,envelope,full66,uniform_white,1000,1000,1000,0,0,0,0,1000,0.000146,1.017,1.014,1.0,0.996173241514445,1.0,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.0,,,fitted_grid,pure,0,325000001,envelope,full66,clustered_correlated,1000,1000,1000,0,0,0,0,1000,0.00016800000000000002,1.016,1.013,1.0,0.996173241514445,1.0,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.0,,,fitted_grid,pure,0,325000001,envelope,full66,sparse_floor,1000,1000,999,1,0,0,0,999,0.000211,1.01,1.012,0.999,0.9943574414020421,0.9998234536293739,0.001,0.00017654637062607809,0.0056425585979579355,0.0,2.168404344971009e-19,0.0038267584855551234,0.999,0.9943574414020421,0.9998234536293739,True,True,True,True,True,True
Newton,0,test,1,1.0,0.0,,,fitted_grid,pure,0,325000001,envelope,no_diagnostics66,uniform_white,1000,1000,1000,0,0,0,0,1000,9.900000000000001e-05,1.014,1.012,1.0,0.996173241514445,1.0,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.0,,,fitted_grid,pure,0,325000001,envelope,no_diagnostics66,clustered_correlated,1000,1000,1000,0,0,0,0,1000,5.5e-05,1.01,1.01,1.0,0.996173241514445,1.0,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.0,,,fitted_grid,pure,0,325000001,envelope,no_diagnostics66,sparse_floor,1000,1000,1000,0,0,0,0,1000,0.0,1.008,1.009,1.0,0.996173241514445,1.0,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.0,,,fitted_grid,pure,0,325000001,envelope,full34,uniform_white,1000,1000,972,5,23,23,0,995,0.0,1.01,1.018,0.972,0.9598298168024069,0.9805577231872291,0.005,0.0021375355273244596,0.011650955373375113,0.023,0.015374276932992918,0.03427645066222667,0.995,0.9883490446266249,0.9978624644726756,True,True,True,False,False,False
Newton,0,test,1,1.0,0.0,,,fitted_grid,pure,0,325000001,envelope,full34,clustered_correlated,1000,1000,983,1,16,16,0,999,0.0,1.011,1.014,0.983,0.9729440411597701,0.9893593101431837,0.001,0.00017654637062607809,0.0056425585979579355,0.016,0.009872242002277388,0.02583206021173997,0.999,0.9943574414020421,0.9998234536293739,True,True,True,True,True,True
Newton,0,test,1,1.0,0.0,,,fitted_grid,pure,0,325000001,envelope,full34,sparse_floor,1000,1000,971,1,28,28,0,999,0.0,1.021,1.018,0.971,0.9586616416633058,0.9797335518433012,0.001,0.00017654637062607809,0.0056425585979579355,0.028,0.019442276812770925,0.04017018319759311,0.999,0.9943574414020421,0.9998234536293739,True,True,True,True,True,True
Newton,0,test,1,1.0,0.0,,,fitted_grid,pure,0,325000001,envelope,covariates_only66,uniform_white,1000,1000,13,0,987,987,0,1000,0.0,13.103,14.413,0.013,0.0076128203893510256,0.022114442375579666,0.0,2.168404344971009e-19,0.0038267584855551234,0.987,0.9778855576244203,0.9923871796106489,1.0,0.996173241514445,1.0,False,True,False,False,True,False
Newton,0,test,1,1.0,0.0,,,fitted_grid,pure,0,325000001,envelope,covariates_only66,clustered_correlated,1000,1000,14,0,986,986,0,1000,0.0,13.091,14.447,0.014,0.00835757513042392,0.02336203411753566,0.0,2.168404344971009e-19,0.0038267584855551234,0.986,0.9766379658824644,0.9916424248695761,1.0,0.996173241514445,1.0,False,True,False,False,True,False
Newton,0,test,1,1.0,0.0,,,fitted_grid,pure,0,325000001,envelope,covariates_only66,sparse_floor,1000,1000,10,0,990,989,1,999,0.0,13.102,14.402,0.01,0.005440754445529249,0.018309468870314774,0.0,2.168404344971009e-19,0.0038267584855551234,0.99,0.9816905311296853,0.9945592455544707,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False
Newton,0,test,1,1.0,0.0,,,fitted_grid,pure,0,325000001,envelope,conditional66,uniform_white,1000,1000,987,0,13,13,0,1000,0.000146,1.933,1.0,0.987,0.9778855576244203,0.9923871796106489,0.0,2.168404344971009e-19,0.0038267584855551234,0.013,0.0076128203893510256,0.022114442375579666,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.0,,,fitted_grid,pure,0,325000001,envelope,conditional66,clustered_correlated,1000,1000,998,0,2,2,0,1000,0.00016800000000000002,1.867,1.0,0.998,0.9927371921365079,0.9994513564118793,0.0,2.168404344971009e-19,0.0038267584855551234,0.002,0.000548643588120728,0.007262807863492177,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.0,,,fitted_grid,pure,0,325000001,envelope,conditional66,sparse_floor,1000,1000,986,2,12,12,0,998,0.000211,1.913,1.0,0.986,0.9766379658824644,0.9916424248695761,0.002,0.000548643588120728,0.007262807863492177,0.012,0.006877647806403522,0.02085726847549828,0.998,0.9927371921365079,0.9994513564118793,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,40,fitted_grid,fitted_prior,1,325001001,baseline,full66,uniform_white,1000,1000,1000,0,0,0,0,1000,0.000205,1.402,1.691,1.0,0.996173241514445,1.0,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,40,fitted_grid,fitted_prior,1,325001001,baseline,full66,clustered_correlated,1000,1000,1000,0,0,0,0,1000,0.000192,1.416,1.641,1.0,0.996173241514445,1.0,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,40,fitted_grid,fitted_prior,1,325001001,baseline,full66,sparse_floor,1000,1000,1000,0,0,0,0,1000,0.000254,1.435,1.687,1.0,0.996173241514445,1.0,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,40,fitted_grid,fitted_prior,1,325001001,baseline,no_diagnostics66,uniform_white,1000,1000,1000,0,0,0,0,1000,0.00010899999999999999,2.315,2.526,1.0,0.996173241514445,1.0,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,40,fitted_grid,fitted_prior,1,325001001,baseline,no_diagnostics66,clustered_correlated,1000,1000,1000,0,0,0,0,1000,4.2999999999999995e-05,2.256,2.547,1.0,0.996173241514445,1.0,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,40,fitted_grid,fitted_prior,1,325001001,baseline,no_diagnostics66,sparse_floor,1000,1000,1000,0,0,0,0,1000,1.4e-05,2.305,2.523,1.0,0.996173241514445,1.0,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,40,fitted_grid,fitted_prior,1,325001001,baseline,full34,uniform_white,1000,1000,999,0,1,1,0,1000,0.000154,1.456,1.604,0.999,0.9943574414020421,0.9998234536293739,0.0,2.168404344971009e-19,0.0038267584855551234,0.001,0.00017654637062607809,0.0056425585979579355,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,40,fitted_grid,fitted_prior,1,325001001,baseline,full34,clustered_correlated,1000,1000,999,0,1,1,0,1000,9.7e-05,1.358,1.575,0.999,0.9943574414020421,0.9998234536293739,0.0,2.168404344971009e-19,0.0038267584855551234,0.001,0.00017654637062607809,0.0056425585979579355,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,40,fitted_grid,fitted_prior,1,325001001,baseline,full34,sparse_floor,1000,1000,999,0,1,1,0,1000,0.000147,1.425,1.592,0.999,0.9943574414020421,0.9998234536293739,0.0,2.168404344971009e-19,0.0038267584855551234,0.001,0.00017654637062607809,0.0056425585979579355,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,40,fitted_grid,fitted_prior,1,325001001,baseline,covariates_only66,uniform_white,1000,1000,12,0,988,988,0,1000,0.0,13.044,14.51,0.012,0.006877647806403522,0.02085726847549828,0.0,2.168404344971009e-19,0.0038267584855551234,0.988,0.9791427315245017,0.9931223521935965,1.0,0.996173241514445,1.0,False,True,False,False,True,False
Newton,0,test,1,1.0,0.075,,40,fitted_grid,fitted_prior,1,325001001,baseline,covariates_only66,clustered_correlated,1000,1000,17,1,982,982,0,999,0.0,13.047,14.545,0.017,0.010640689856816328,0.027055958840229925,0.001,0.00017654637062607809,0.0056425585979579355,0.982,0.9717267448294926,0.9885842599904322,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False
Newton,0,test,1,1.0,0.075,,40,fitted_grid,fitted_prior,1,325001001,baseline,covariates_only66,sparse_floor,1000,1000,16,0,984,984,0,1000,0.0,13.043,14.53,0.016,0.009872242002277388,0.02583206021173997,0.0,2.168404344971009e-19,0.0038267584855551234,0.984,0.97416793978826,0.9901277579977227,1.0,0.996173241514445,1.0,False,True,False,False,True,False
Newton,0,test,1,1.0,0.075,,40,fitted_grid,fitted_prior,1,325001001,baseline,conditional66,uniform_white,1000,1000,999,0,1,1,0,1000,0.000205,2.42,1.639,0.999,0.9943574414020421,0.9998234536293739,0.0,2.168404344971009e-19,0.0038267584855551234,0.001,0.00017654637062607809,0.0056425585979579355,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,40,fitted_grid,fitted_prior,1,325001001,baseline,conditional66,clustered_correlated,1000,1000,1000,0,0,0,0,1000,0.000192,2.43,1.616,1.0,0.996173241514445,1.0,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,40,fitted_grid,fitted_prior,1,325001001,baseline,conditional66,sparse_floor,1000,1000,999,0,1,1,0,1000,0.000254,2.516,1.635,0.999,0.9943574414020421,0.9998234536293739,0.0,2.168404344971009e-19,0.0038267584855551234,0.001,0.00017654637062607809,0.0056425585979579355,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,40,fitted_grid,fitted_prior,1,325001001,envelope,full66,uniform_white,1000,1000,1000,0,0,0,0,1000,0.000205,1.402,1.691,1.0,0.996173241514445,1.0,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,40,fitted_grid,fitted_prior,1,325001001,envelope,full66,clustered_correlated,1000,1000,1000,0,0,0,0,1000,0.000192,1.416,1.641,1.0,0.996173241514445,1.0,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,40,fitted_grid,fitted_prior,1,325001001,envelope,full66,sparse_floor,1000,1000,1000,0,0,0,0,1000,0.000254,1.435,1.687,1.0,0.996173241514445,1.0,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,40,fitted_grid,fitted_prior,1,325001001,envelope,no_diagnostics66,uniform_white,1000,1000,1000,0,0,0,0,1000,0.00010899999999999999,2.315,2.526,1.0,0.996173241514445,1.0,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,40,fitted_grid,fitted_prior,1,325001001,envelope,no_diagnostics66,clustered_correlated,1000,1000,1000,0,0,0,0,1000,4.2999999999999995e-05,2.256,2.547,1.0,0.996173241514445,1.0,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,40,fitted_grid,fitted_prior,1,325001001,envelope,no_diagnostics66,sparse_floor,1000,1000,1000,0,0,0,0,1000,1.4e-05,2.305,2.523,1.0,0.996173241514445,1.0,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,40,fitted_grid,fitted_prior,1,325001001,envelope,full34,uniform_white,1000,1000,999,0,1,1,0,1000,0.000154,1.456,1.604,0.999,0.9943574414020421,0.9998234536293739,0.0,2.168404344971009e-19,0.0038267584855551234,0.001,0.00017654637062607809,0.0056425585979579355,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,40,fitted_grid,fitted_prior,1,325001001,envelope,full34,clustered_correlated,1000,1000,999,0,1,1,0,1000,9.7e-05,1.358,1.575,0.999,0.9943574414020421,0.9998234536293739,0.0,2.168404344971009e-19,0.0038267584855551234,0.001,0.00017654637062607809,0.0056425585979579355,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,40,fitted_grid,fitted_prior,1,325001001,envelope,full34,sparse_floor,1000,1000,999,0,1,1,0,1000,0.000147,1.425,1.592,0.999,0.9943574414020421,0.9998234536293739,0.0,2.168404344971009e-19,0.0038267584855551234,0.001,0.00017654637062607809,0.0056425585979579355,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,40,fitted_grid,fitted_prior,1,325001001,envelope,covariates_only66,uniform_white,1000,1000,8,0,992,992,0,1000,0.0,13.044,14.51,0.008,0.004059195818806103,0.015706334530980144,0.0,2.168404344971009e-19,0.0038267584855551234,0.992,0.9842936654690199,0.995940804181194,1.0,0.996173241514445,1.0,False,True,False,False,True,False
Newton,0,test,1,1.0,0.075,,40,fitted_grid,fitted_prior,1,325001001,envelope,covariates_only66,clustered_correlated,1000,1000,8,0,992,992,0,1000,0.0,13.047,14.545,0.008,0.004059195818806103,0.015706334530980144,0.0,2.168404344971009e-19,0.0038267584855551234,0.992,0.9842936654690199,0.995940804181194,1.0,0.996173241514445,1.0,False,True,False,False,True,False
Newton,0,test,1,1.0,0.075,,40,fitted_grid,fitted_prior,1,325001001,envelope,covariates_only66,sparse_floor,1000,1000,7,0,993,993,0,1000,0.0,13.043,14.53,0.007,0.0033948684009907646,0.014378315465766588,0.0,2.168404344971009e-19,0.0038267584855551234,0.993,0.9856216845342334,0.9966051315990092,1.0,0.996173241514445,1.0,False,True,False,False,True,False
Newton,0,test,1,1.0,0.075,,40,fitted_grid,fitted_prior,1,325001001,envelope,conditional66,uniform_white,1000,1000,999,0,1,1,0,1000,0.000205,2.42,1.639,0.999,0.9943574414020421,0.9998234536293739,0.0,2.168404344971009e-19,0.0038267584855551234,0.001,0.00017654637062607809,0.0056425585979579355,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,40,fitted_grid,fitted_prior,1,325001001,envelope,conditional66,clustered_correlated,1000,1000,1000,0,0,0,0,1000,0.000192,2.43,1.616,1.0,0.996173241514445,1.0,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,40,fitted_grid,fitted_prior,1,325001001,envelope,conditional66,sparse_floor,1000,1000,999,0,1,1,0,1000,0.000254,2.516,1.635,0.999,0.9943574414020421,0.9998234536293739,0.0,2.168404344971009e-19,0.0038267584855551234,0.001,0.00017654637062607809,0.0056425585979579355,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,80,fitted_grid,fitted_prior,2,325002001,baseline,full66,uniform_white,1000,1000,1000,0,0,0,0,1000,0.000191,1.385,1.682,1.0,0.996173241514445,1.0,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,80,fitted_grid,fitted_prior,2,325002001,baseline,full66,clustered_correlated,1000,1000,1000,0,0,0,0,1000,0.000207,1.395,1.612,1.0,0.996173241514445,1.0,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,80,fitted_grid,fitted_prior,2,325002001,baseline,full66,sparse_floor,1000,1000,1000,0,0,0,0,1000,0.000259,1.432,1.688,1.0,0.996173241514445,1.0,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,80,fitted_grid,fitted_prior,2,325002001,baseline,no_diagnostics66,uniform_white,1000,1000,1000,0,0,0,0,1000,0.0001,2.266,2.438,1.0,0.996173241514445,1.0,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,80,fitted_grid,fitted_prior,2,325002001,baseline,no_diagnostics66,clustered_correlated,1000,1000,1000,0,0,0,0,1000,6.8e-05,2.221,2.51,1.0,0.996173241514445,1.0,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,80,fitted_grid,fitted_prior,2,325002001,baseline,no_diagnostics66,sparse_floor,1000,1000,1000,0,0,0,0,1000,1.4e-05,2.268,2.465,1.0,0.996173241514445,1.0,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,80,fitted_grid,fitted_prior,2,325002001,baseline,full34,uniform_white,1000,1000,1000,0,0,0,0,1000,0.000104,1.457,1.619,1.0,0.996173241514445,1.0,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,80,fitted_grid,fitted_prior,2,325002001,baseline,full34,clustered_correlated,1000,1000,998,0,2,2,0,1000,0.000118,1.39,1.622,0.998,0.9927371921365079,0.9994513564118793,0.0,2.168404344971009e-19,0.0038267584855551234,0.002,0.000548643588120728,0.007262807863492177,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,80,fitted_grid,fitted_prior,2,325002001,baseline,full34,sparse_floor,1000,1000,1000,0,0,0,0,1000,0.000124,1.393,1.588,1.0,0.996173241514445,1.0,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.075,,80,fitted_grid,fitted_prior,2,325002001,baseline,covariates_only66,uniform_white,1000,1000,11,1,988,988,0,999,0.0,13.036,14.478,0.011,0.006153174098086638,0.019589395700786275,0.001,0.00017654637062607809,0.0056425585979579355,0.988,0.9791427315245017,0.9931223521935965,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False
Newton,0,test,1,1.0,0.075,,80,fitted_grid,fitted_prior,2,325002001,baseline,covariates_only66,clustered_correlated,1000,1000,16,1,983,983,0,999,0.0,13.046,14.525,0.016,0.009872242002277388,0.02583206021173997,0.001,0.00017654637062607809,0.0056425585979579355,0.983,0.9729440411597701,0.9893593101431837,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False
Newton,0,test,1,1.0,0.075,,80,fitted_grid,fitted_prior,2,325002001,baseline,covariates_only66,sparse_floor,1000,1000,19,1,980,980,0,999,0.0,13.038,14.482,0.019,0.012196885750790904,0.02948445591231312,0.001,0.00017654637062607809,0.0056425585979579355,0.98,0.9693099947702822,0.987016317083585,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False
